id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_1571,129,242,105,372,426,107,215,168,109,82,127,233,213,272,122
sample_1572,127,236,101,364,428,98,215,164,109,84,125,236,213,262,124
sample_1573,127,236,105,364,428,107,215,176,103,86,119,239,205,264,122
sample_1574,127,236,105,364,424,107,210,164,103,86,125,239,205,262,122
sample_1575,125,236,109,370,428,104,215,168,97,78,127,239,205,262,124
sample_1576,125,242,101,364,428,104,215,164,103,82,127,245,213,272,122
sample_1577,125,242,109,368,428,107,210,172,103,80,127,233,213,272,122
sample_1578,121,239,105,370,424,104,210,168,112,84,121,236,201,262,124
sample_1579,121,239,101,364,426,107,215,172,109,84,123,236,205,266,122
sample_1580,125,242,105,364,424,110,210,159,109,82,125,245,213,264,122
sample_1581,127,239,101,372,428,104,210,164,106,80,127,245,213,264,122
sample_1582,127,242,105,372,428,104,210,164,109,82,125,245,209,268,124
sample_1583,127,239,113,368,426,101,215,176,97,80,129,239,209,261,124
sample_1584,119,239,105,366,424,107,210,168,97,86,125,233,213,264,122
sample_1585,121,236,105,364,426,107,210,176,106,82,121,233,209,264,124
sample_1586,121,239,105,361,426,104,210,172,97,84,121,236,205,266,124
sample_1587,125,242,113,370,424,101,215,164,103,80,125,233,205,262,124
sample_1588,121,239,105,370,426,98,215,172,106,78,123,239,209,261,124
sample_1589,125,239,105,372,426,101,215,168,103,82,127,239,209,261,124
sample_1590,125,245,101,364,428,104,210,164,100,82,127,245,205,272,122
sample_1591,125,239,113,370,424,101,215,168,97,78,127,239,213,264,124
sample_1592,127,233,109,362,424,104,210,164,103,80,127,236,205,264,124
sample_1593,119,239,109,362,428,107,210,168,109,80,121,236,205,262,124
sample_1594,129,233,101,364,426,101,210,164,109,82,129,242,209,268,122
sample_1595,129,239,113,370,426,101,215,172,97,82,129,233,205,262,124
sample_1596,123,239,113,364,426,104,210,164,100,86,119,239,205,270,124
sample_1597,127,239,109,362,428,101,210,164,109,80,127,245,209,264,122
sample_1598,123,236,113,362,422,101,210,176,112,86,125,239,213,262,124
sample_1599,129,239,105,372,426,101,215,172,106,82,125,239,209,262,124
sample_1600,125,233,105,362,426,107,210,172,106,86,125,236,205,264,124
sample_1601,119,236,101,370,428,107,210,164,106,84,125,236,205,268,124
sample_1602,119,236,105,364,426,107,215,164,106,86,123,233,205,270,124
sample_1603,129,233,105,372,426,98,215,172,97,82,123,239,209,261,124
sample_1604,129,236,105,368,424,107,215,172,100,86,125,236,213,264,124
sample_1605,125,239,109,370,424,101,215,172,100,82,125,239,209,261,124
sample_1606,121,233,105,362,422,107,215,164,106,86,123,233,205,266,124
sample_1607,123,242,105,361,422,104,215,172,103,86,119,239,213,268,124
sample_1608,127,242,105,368,426,104,210,164,109,82,127,245,213,272,122
sample_1609,123,239,101,364,426,107,215,172,100,86,125,239,213,262,122
sample_1610,125,233,101,368,426,107,210,159,103,82,125,239,209,270,124
sample_1611,127,233,105,364,424,98,210,164,109,82,125,245,213,272,122
sample_1612,119,233,105,362,428,107,210,164,106,86,125,236,213,264,122
sample_1613,121,242,113,366,426,104,210,172,97,84,119,239,205,266,124
sample_1614,119,233,105,364,422,110,210,176,109,86,123,233,213,264,122
sample_1615,123,239,105,362,428,104,210,172,106,86,123,236,205,268,124
sample_1616,129,233,101,364,424,101,210,164,97,82,129,233,209,264,122
sample_1617,119,233,105,366,428,98,210,172,100,80,125,233,205,266,124
sample_1618,129,236,105,366,426,107,210,172,109,80,129,245,213,270,122
sample_1619,123,239,109,362,428,110,215,176,103,80,119,233,205,264,124
sample_1620,121,239,101,364,422,101,210,159,112,86,121,236,205,266,124
sample_1621,127,236,105,364,428,101,210,164,109,82,127,245,213,264,124
sample_1622,125,239,105,372,426,101,215,159,100,78,129,239,209,261,124
sample_1623,125,239,113,372,422,104,215,172,100,78,127,239,205,262,124
sample_1624,129,236,101,362,428,98,210,159,109,82,129,242,213,268,122
sample_1625,125,242,105,370,426,101,210,164,103,82,125,245,213,272,122
sample_1626,125,239,109,372,426,104,215,172,97,78,127,239,209,261,122
sample_1627,125,239,105,370,424,107,215,164,100,80,125,236,209,261,124
sample_1628,127,236,109,372,426,107,215,164,106,78,127,239,213,261,124
sample_1629,127,245,105,364,426,104,215,172,109,82,125,242,213,266,122
sample_1630,127,239,105,372,428,104,215,168,100,80,123,239,213,261,122
sample_1631,121,236,101,361,428,104,210,176,106,84,127,233,213,264,124
sample_1632,121,236,105,368,428,110,210,168,97,86,125,233,205,266,122
sample_1633,125,233,105,368,426,98,215,172,97,80,127,239,209,264,124
sample_1634,127,239,109,366,428,104,210,159,106,82,125,233,209,272,122
sample_1635,125,239,109,370,426,101,210,168,103,82,123,239,213,264,124
sample_1636,129,236,113,366,428,104,215,172,112,82,125,236,205,264,122
sample_1637,119,236,109,366,426,107,215,172,109,82,127,236,205,262,124
sample_1638,123,239,101,362,422,107,210,172,106,86,119,239,209,264,124
sample_1639,125,233,109,372,428,101,215,168,106,82,125,239,209,261,124
sample_1640,127,233,109,370,422,101,215,168,106,80,127,239,209,261,124
sample_1641,119,236,105,364,426,107,210,172,112,82,125,239,205,262,124
sample_1642,125,233,113,370,424,101,210,172,103,82,125,239,209,261,124
sample_1643,125,239,105,370,428,104,215,164,97,82,125,239,209,261,122
sample_1644,125,242,113,372,428,101,215,168,100,80,129,239,209,264,124
sample_1645,129,236,113,370,428,107,215,172,100,78,127,239,209,261,122
sample_1646,127,239,105,372,424,107,215,172,103,78,125,239,209,261,124
sample_1647,129,245,105,372,426,104,215,164,103,84,127,242,213,266,122
sample_1648,129,236,109,362,426,107,210,176,97,82,129,239,209,266,122
sample_1649,123,236,105,364,428,107,210,164,112,86,121,236,213,262,124
sample_1650,121,239,109,372,424,98,215,172,103,80,129,245,205,261,124
sample_1651,127,239,109,370,422,104,215,168,97,82,125,239,213,262,124
sample_1652,129,239,109,368,428,101,215,168,103,78,127,239,209,261,124
sample_1653,119,236,113,370,424,101,210,164,106,86,121,242,205,264,122
sample_1654,121,233,113,364,428,104,210,164,106,82,121,236,201,264,124
sample_1655,125,239,113,370,424,98,215,164,103,78,129,242,213,261,124
sample_1656,119,239,105,364,422,98,210,172,106,80,121,239,205,264,124
sample_1657,125,236,113,372,422,98,215,172,97,78,127,239,209,262,124
sample_1658,123,239,105,368,424,101,215,164,97,82,129,239,205,264,124
sample_1659,125,239,105,370,424,101,215,172,106,80,125,239,213,262,124
sample_1660,121,239,101,364,422,101,215,172,109,80,125,233,213,270,122
sample_1661,127,242,105,370,424,107,215,159,106,80,125,239,205,261,124
sample_1662,129,233,113,372,428,101,210,168,106,82,127,239,205,262,124
sample_1663,119,239,105,362,428,107,215,172,106,80,121,236,205,266,122
sample_1664,123,236,105,361,428,110,210,176,100,86,119,239,205,264,124
sample_1665,127,239,109,372,424,104,210,168,100,78,125,239,209,262,124
sample_1666,119,233,113,370,426,110,215,172,109,86,125,236,205,262,122
sample_1667,119,236,113,364,426,107,210,164,106,86,125,242,205,262,124
sample_1668,129,239,105,364,424,110,210,159,106,86,121,239,201,264,122
sample_1669,119,242,105,362,424,107,210,172,103,86,127,239,205,264,122
sample_1670,125,239,109,372,428,98,210,168,97,80,125,233,205,261,124
sample_1671,125,233,109,370,424,107,215,172,100,78,125,236,205,264,122
sample_1672,125,239,105,370,422,104,215,176,100,78,123,245,205,262,124
sample_1673,119,239,113,362,428,104,210,159,112,84,123,236,209,264,122
sample_1674,121,239,101,366,426,98,215,172,109,86,129,233,213,264,124
sample_1675,119,239,105,362,426,107,210,164,106,82,123,239,205,270,124
sample_1676,121,236,105,372,424,104,210,164,100,82,127,236,205,264,124
sample_1677,123,233,101,370,428,104,215,176,109,86,123,236,205,266,122
sample_1678,125,236,113,372,428,101,215,172,103,80,127,239,209,264,122
sample_1679,121,236,105,362,422,110,210,172,103,82,123,236,205,264,124
sample_1680,129,245,105,370,428,104,210,164,109,80,125,245,209,272,122
sample_1681,125,239,109,372,426,104,215,176,97,82,129,239,205,261,124
sample_1682,127,245,101,364,428,110,215,164,103,82,129,233,213,272,122
sample_1683,123,233,105,364,422,107,210,172,109,86,121,233,213,266,124
sample_1684,127,239,109,372,424,98,215,172,103,78,129,239,209,262,124
sample_1685,121,239,105,364,426,101,210,176,97,86,125,233,205,264,124
sample_1686,123,239,105,370,426,98,215,168,106,82,125,239,205,262,124
sample_1687,123,239,109,372,422,104,215,176,97,82,125,239,209,261,124
sample_1688,129,245,109,370,424,101,215,172,103,78,127,239,205,264,124
sample_1689,129,239,105,372,428,98,215,168,100,80,125,239,205,261,122
sample_1690,129,239,109,370,424,101,215,168,103,82,125,239,213,261,124
sample_1691,123,239,113,364,422,104,210,159,106,82,121,236,209,268,122
sample_1692,125,233,109,368,426,104,210,172,106,84,125,236,213,264,124
sample_1693,119,236,105,362,422,107,210,172,109,86,119,236,205,266,124
sample_1694,127,233,109,370,424,107,210,168,100,80,123,239,213,264,124
sample_1695,125,239,113,372,424,104,215,172,100,80,125,233,205,261,124
sample_1696,123,233,105,368,428,104,210,172,109,86,121,239,209,264,124
sample_1697,127,239,109,370,422,101,215,168,100,78,127,239,209,261,124
sample_1698,121,239,109,364,428,101,210,172,109,86,123,242,209,264,124
sample_1699,121,242,101,366,426,110,210,168,109,84,125,236,205,264,124
sample_1700,129,239,105,364,422,98,210,164,112,80,123,236,209,264,124
sample_1701,127,239,105,368,422,98,215,168,100,80,127,239,209,262,124
sample_1702,125,233,105,370,426,101,215,164,103,78,127,239,209,262,124
sample_1703,129,242,109,364,428,104,210,164,97,82,127,236,213,266,124
sample_1704,129,239,113,370,422,101,215,164,106,82,127,239,213,261,124
sample_1705,125,239,105,370,428,101,215,164,100,80,127,233,209,262,124
sample_1706,125,245,101,362,428,107,210,159,109,82,129,242,209,272,122
sample_1707,121,236,113,364,422,107,210,172,109,86,123,236,209,270,124
sample_1708,125,242,105,372,428,101,210,164,112,80,129,233,209,264,122
sample_1709,125,239,105,368,426,104,215,168,100,80,129,239,209,264,122
sample_1710,125,236,101,372,428,104,210,164,106,82,129,245,205,272,122
sample_1711,119,236,113,362,428,104,210,164,112,86,121,239,205,266,124
sample_1712,119,239,109,362,428,107,215,159,109,82,123,236,201,264,124
sample_1713,123,236,109,364,422,104,210,176,97,86,119,239,213,264,122
sample_1714,119,239,113,366,424,107,210,172,106,84,125,233,205,268,124
sample_1715,119,239,113,364,428,104,215,172,103,82,123,239,209,264,124
sample_1716,129,239,109,368,426,101,215,164,106,82,125,239,205,261,122
sample_1717,123,233,101,364,422,107,215,159,100,86,125,239,209,270,124
sample_1718,129,239,109,370,426,104,215,168,97,80,125,239,213,264,124
sample_1719,127,236,113,372,428,104,215,159,100,80,125,242,209,261,124
sample_1720,119,236,101,364,428,107,210,172,97,84,123,242,205,264,124
sample_1721,129,233,109,372,428,101,215,176,100,82,125,239,213,261,124
sample_1722,121,236,105,364,428,104,215,159,106,84,121,236,213,266,124
sample_1723,119,239,109,362,428,104,210,164,100,86,123,242,213,266,122
sample_1724,129,242,105,370,428,107,210,172,109,82,127,245,209,272,122
sample_1725,125,239,105,372,422,101,215,164,97,80,127,239,209,262,122
sample_1726,129,242,105,368,428,104,210,172,103,82,127,233,205,272,122
sample_1727,125,239,113,368,422,107,215,164,106,78,125,239,205,262,124
sample_1728,119,242,109,366,424,98,210,168,106,80,121,242,209,262,124
sample_1729,127,239,105,370,426,98,215,164,100,80,129,236,209,262,124
sample_1730,119,239,101,361,422,107,215,164,100,84,121,236,205,266,124
sample_1731,129,233,109,366,428,107,215,164,109,82,127,245,213,272,122
sample_1732,119,239,109,370,426,101,210,172,100,82,119,236,205,262,124
sample_1733,127,239,113,372,422,98,215,172,106,78,125,233,205,261,124
sample_1734,125,239,109,372,426,101,215,168,100,82,125,239,213,264,124
sample_1735,129,242,109,370,426,101,215,168,97,80,127,239,205,261,124
sample_1736,119,236,109,364,424,107,215,172,112,82,123,239,205,262,124
sample_1737,127,236,113,372,424,101,215,172,106,80,125,239,209,261,124
sample_1738,125,239,105,370,426,101,215,172,97,78,125,239,209,262,124
sample_1739,121,236,109,361,426,104,210,159,97,86,123,239,201,262,124
sample_1740,119,236,113,364,424,110,215,172,103,80,121,239,209,264,124
sample_1741,127,239,109,370,424,104,215,168,103,82,125,233,213,262,124
sample_1742,129,239,109,370,424,101,215,172,100,78,125,239,209,261,124
sample_1743,121,245,113,372,426,98,215,176,97,82,123,239,205,261,124
sample_1744,129,239,109,368,426,98,215,172,97,78,125,239,205,264,124
sample_1745,127,242,105,370,424,101,210,159,109,82,127,245,205,268,122
sample_1746,123,233,105,370,426,104,210,168,100,78,127,239,209,262,124
sample_1747,125,239,113,370,428,107,215,164,106,78,127,239,205,261,124
sample_1748,125,239,109,370,428,101,210,168,106,78,127,239,205,261,124
sample_1749,127,236,105,372,424,101,215,164,100,80,127,239,209,262,124
sample_1750,125,239,109,372,426,104,215,168,100,78,127,233,205,262,124
sample_1751,123,239,105,361,422,104,215,172,109,82,119,239,209,264,122
sample_1752,119,239,109,364,428,104,215,159,106,86,121,239,205,264,124
sample_1753,119,239,109,361,428,104,210,172,103,82,123,242,201,266,124
sample_1754,121,239,105,362,426,107,215,168,109,84,125,236,209,262,124
sample_1755,125,236,105,364,424,110,215,172,106,84,119,236,201,268,124
sample_1756,121,236,105,364,426,110,210,159,100,84,123,236,205,268,122
sample_1757,125,239,109,370,426,101,215,172,106,80,125,242,209,264,122
sample_1758,121,233,101,370,426,98,215,164,106,80,129,236,209,264,122
sample_1759,127,245,101,364,426,110,210,168,112,80,125,242,213,268,122
sample_1760,125,233,105,370,426,107,210,172,100,86,123,233,213,264,124
sample_1761,123,239,101,364,422,101,210,172,112,80,123,242,209,270,124
sample_1762,119,239,101,366,426,107,210,172,109,86,119,236,201,266,124
sample_1763,129,242,101,362,428,104,210,159,100,82,125,242,209,272,124
sample_1764,129,236,109,370,426,101,215,168,100,80,127,236,205,261,124
sample_1765,123,233,105,366,422,98,215,164,100,86,121,239,213,264,124
sample_1766,119,236,109,362,424,107,210,159,103,80,125,236,205,264,122
sample_1767,121,239,105,372,426,104,215,168,103,80,125,236,209,262,124
sample_1768,119,239,105,368,428,107,215,164,100,84,125,239,205,262,122
sample_1769,129,239,113,372,426,107,215,168,106,80,129,239,205,262,124
sample_1770,125,239,109,372,424,101,215,164,106,78,129,239,205,264,124
sample_1771,121,239,109,364,428,107,215,159,103,82,125,233,209,262,124
sample_1772,123,233,105,364,426,107,215,168,106,86,125,242,205,262,124
sample_1773,127,236,109,364,428,107,215,172,103,82,121,239,205,264,124
sample_1774,127,239,109,370,428,104,215,168,100,80,125,239,205,261,124
sample_1775,119,233,105,361,426,107,210,159,109,82,125,236,213,264,124
sample_1776,127,242,105,368,428,107,210,168,97,82,127,245,205,272,122
sample_1777,125,245,105,368,426,101,215,168,97,80,127,239,205,261,124
sample_1778,123,239,109,370,422,101,215,168,100,78,127,239,205,261,124
sample_1779,121,236,113,370,428,107,210,172,106,86,123,233,209,266,124
sample_1780,121,239,109,370,428,98,210,172,106,84,121,242,205,266,122
sample_1781,125,236,105,370,426,104,215,168,106,80,127,239,205,262,124
sample_1782,121,236,113,362,428,104,210,159,112,84,121,233,209,266,124
sample_1783,127,239,105,364,422,107,210,164,109,86,121,242,213,266,122
sample_1784,127,239,105,362,426,107,210,172,106,84,121,242,205,268,124
sample_1785,129,239,105,372,426,107,210,164,106,80,127,233,205,264,124
sample_1786,125,239,105,362,428,104,210,172,103,86,119,233,205,264,124
sample_1787,125,239,105,370,422,104,215,168,100,78,125,239,205,261,122
sample_1788,129,233,105,361,424,107,210,172,106,86,123,236,209,266,124
sample_1789,119,236,113,370,426,107,210,176,109,84,121,236,205,262,124
sample_1790,129,233,105,372,428,98,215,168,100,80,125,239,205,262,122
sample_1791,127,233,105,370,426,104,215,168,97,78,125,233,213,264,124
sample_1792,123,239,113,370,426,101,210,168,106,80,125,239,205,261,122
sample_1793,129,239,101,372,426,104,210,159,103,82,127,245,213,270,124
sample_1794,127,239,113,370,428,101,215,176,100,80,125,239,205,264,124
sample_1795,125,239,113,370,426,104,210,168,100,82,129,239,205,261,124
sample_1796,125,242,109,372,422,101,215,172,106,82,125,239,213,262,124
sample_1797,121,239,109,372,428,101,215,164,97,80,129,239,209,261,124
sample_1798,121,239,105,370,426,104,215,168,106,82,125,233,209,264,124
sample_1799,129,239,109,372,426,101,215,168,97,82,127,236,209,264,124
sample_1800,119,236,105,366,426,104,210,176,106,86,121,236,213,266,124
sample_1801,127,245,101,364,428,107,210,168,106,80,127,245,205,264,124
sample_1802,125,245,101,372,428,104,215,164,103,80,129,242,209,268,122
sample_1803,127,239,109,372,422,98,215,176,100,80,123,239,209,261,124
sample_1804,127,239,105,361,424,101,215,159,109,80,121,239,209,262,124
sample_1805,119,236,113,364,422,101,210,172,97,86,121,236,205,264,122
sample_1806,121,239,113,372,428,104,215,164,97,80,125,233,213,264,124
sample_1807,125,239,105,362,424,104,215,176,109,86,123,236,213,268,124
sample_1808,125,236,109,364,428,107,210,168,100,86,121,236,205,264,124
sample_1809,121,239,105,370,426,98,210,159,106,84,119,236,201,262,124
sample_1810,123,239,109,370,426,104,215,164,106,80,127,245,213,262,124
sample_1811,129,239,105,370,422,107,215,164,97,78,125,239,213,261,124
sample_1812,123,236,101,362,424,107,215,172,106,86,121,233,205,266,124
sample_1813,127,239,105,370,428,104,215,159,106,82,125,245,209,262,124
sample_1814,121,236,105,364,424,107,210,172,103,86,123,239,209,266,124
sample_1815,125,239,105,372,424,101,215,164,100,78,123,239,205,261,124
sample_1816,121,239,113,361,424,107,215,172,106,86,123,236,205,264,124
sample_1817,125,239,109,372,426,104,215,172,100,82,125,242,213,261,124
sample_1818,125,236,101,368,428,104,210,172,109,84,125,245,209,262,122
sample_1819,129,242,105,372,428,104,215,172,100,82,125,239,205,261,124
sample_1820,119,233,105,370,424,107,215,168,103,86,119,242,213,264,124
sample_1821,121,242,105,361,424,104,210,172,106,82,121,236,205,266,124
sample_1822,125,239,109,370,428,101,215,172,100,82,127,239,205,262,124
sample_1823,125,239,109,372,426,101,215,164,106,78,125,239,209,261,124
sample_1824,119,233,113,366,428,104,215,159,106,86,123,239,205,270,122
sample_1825,125,245,105,366,428,104,210,159,109,80,129,245,213,272,124
sample_1826,125,239,109,370,428,101,215,172,106,80,125,239,205,261,124
sample_1827,119,239,105,364,428,107,210,172,109,80,123,236,205,262,124
sample_1828,121,233,113,362,424,107,210,176,103,80,123,236,205,266,122
sample_1829,125,239,109,368,428,98,215,164,103,78,125,239,205,262,124
sample_1830,127,236,109,372,424,101,210,168,106,78,127,239,209,264,124
sample_1831,121,233,109,361,422,107,210,176,106,86,121,239,213,264,124
sample_1832,129,239,109,372,424,101,215,172,97,78,127,239,205,261,124
sample_1833,127,239,105,372,426,101,215,168,100,80,127,233,213,261,124
sample_1834,127,242,105,368,428,104,215,164,106,80,125,239,205,261,124
sample_1835,127,236,105,372,426,101,215,172,106,78,127,239,205,264,122
sample_1836,119,233,105,364,428,107,210,159,109,82,121,239,213,264,122
sample_1837,127,236,109,366,422,104,215,172,106,86,125,236,205,262,124
sample_1838,119,236,109,361,422,104,210,176,100,86,121,239,205,262,122
sample_1839,119,233,105,364,428,104,215,159,97,86,123,236,209,268,122
sample_1840,125,239,109,372,426,104,215,168,106,82,129,233,209,261,124
sample_1841,127,233,109,372,428,101,215,164,97,80,127,239,213,261,122
sample_1842,123,239,105,370,424,101,215,176,97,82,129,239,205,262,122
sample_1843,129,239,109,372,422,104,210,168,106,78,125,236,205,261,122
sample_1844,121,239,105,361,424,101,210,172,97,82,125,236,209,264,124
sample_1845,125,236,105,370,428,101,215,172,100,78,125,239,213,261,124
sample_1846,119,236,113,370,422,110,215,172,109,86,123,236,205,262,124
sample_1847,129,239,105,370,422,101,215,164,100,80,125,239,209,261,124
sample_1848,121,239,113,368,426,104,215,164,106,80,121,236,205,264,124
sample_1849,119,239,105,370,426,101,210,172,109,82,125,236,205,262,122
sample_1850,129,245,105,362,428,110,215,164,103,82,127,242,213,270,122
sample_1851,129,236,105,361,426,107,210,172,106,84,119,236,205,264,122
sample_1852,119,236,105,364,426,107,210,172,106,86,123,239,205,270,124
sample_1853,119,239,109,364,424,104,210,172,109,80,125,239,209,266,124
sample_1854,127,239,109,370,426,104,215,168,97,80,125,242,205,262,124
sample_1855,125,239,105,370,428,101,215,172,103,80,125,245,205,261,124
sample_1856,119,236,105,362,422,107,210,172,100,86,123,233,205,264,124
sample_1857,125,245,105,370,426,101,215,172,100,82,127,239,205,262,124
sample_1858,129,239,105,361,428,110,210,164,103,86,125,242,213,264,124
sample_1859,127,239,109,370,424,101,215,168,103,80,125,239,209,262,124
sample_1860,125,245,101,364,428,104,210,164,109,82,125,236,213,268,122
sample_1861,127,239,109,372,428,98,215,176,100,82,125,236,205,261,124
sample_1862,123,236,113,372,428,104,210,164,106,80,129,239,205,261,122
sample_1863,129,239,113,372,428,104,215,168,100,80,125,239,205,262,124
sample_1864,119,242,113,366,424,104,210,172,103,84,121,236,209,264,124
sample_1865,123,236,105,364,426,101,210,172,106,82,119,236,205,264,122
sample_1866,129,239,113,370,426,104,215,164,106,80,129,239,209,264,122
sample_1867,125,242,109,372,426,104,215,168,100,78,127,239,205,261,124
sample_1868,119,236,105,364,428,107,210,176,97,86,125,239,205,266,124
sample_1869,127,236,105,364,428,101,215,164,97,80,119,239,209,264,122
sample_1870,129,245,105,372,426,101,210,159,100,78,129,242,205,264,122
sample_1871,121,233,105,364,422,107,215,172,106,86,129,233,205,264,122
sample_1872,127,233,109,364,428,107,210,159,109,82,127,245,213,272,122
sample_1873,125,239,105,372,426,104,215,172,100,78,127,239,213,264,124
sample_1874,127,242,101,362,428,104,210,164,109,82,125,242,209,268,122
sample_1875,129,239,105,370,422,104,215,164,103,78,129,239,205,262,122
sample_1876,119,236,105,364,426,107,215,164,106,84,119,236,213,264,124
sample_1877,125,239,101,370,424,104,210,164,112,82,127,242,213,264,122
sample_1878,125,242,101,364,428,101,210,164,100,80,129,242,213,272,122
sample_1879,119,236,101,364,426,98,215,168,109,80,125,233,201,264,124
sample_1880,121,233,105,362,424,98,210,172,112,86,125,242,209,264,124
sample_1881,125,239,113,372,428,101,215,168,106,78,127,233,205,261,122
sample_1882,127,239,113,372,428,101,215,172,100,78,125,239,205,261,122
sample_1883,129,236,105,370,424,101,215,172,100,80,127,239,205,261,124
sample_1884,119,233,113,364,428,101,215,172,109,86,123,239,205,268,124
sample_1885,127,239,109,370,428,104,215,164,103,82,123,236,205,261,124
sample_1886,125,239,105,368,424,104,215,168,100,78,127,239,209,261,124
sample_1887,127,245,105,364,428,104,210,164,103,82,127,245,213,272,122
sample_1888,127,245,105,364,428,107,210,164,100,82,129,245,213,272,122
sample_1889,123,233,105,364,426,104,210,164,109,80,121,233,205,264,124
sample_1890,127,233,105,366,428,107,210,159,109,82,125,245,213,266,124
sample_1891,121,239,105,370,426,104,215,168,100,80,127,239,205,262,124
sample_1892,125,245,101,366,428,107,210,164,97,82,127,245,209,270,122
sample_1893,121,239,109,372,428,101,215,168,100,78,127,239,205,261,124
sample_1894,121,236,105,368,422,104,210,176,106,86,129,233,205,262,124
sample_1895,121,239,101,362,424,104,210,172,106,86,125,233,205,266,124
sample_1896,129,233,109,362,426,104,215,164,106,84,127,236,209,270,124
sample_1897,123,242,101,361,428,107,215,168,106,80,123,236,205,268,124
sample_1898,127,236,109,370,426,101,215,168,106,82,127,239,205,264,124
sample_1899,121,239,105,370,426,104,215,164,97,80,129,239,205,261,124
sample_1900,123,242,105,362,426,107,210,164,100,84,119,233,205,266,124
sample_1901,119,239,105,366,424,107,210,172,109,82,125,242,213,264,124
sample_1902,125,239,109,372,426,104,215,164,97,80,125,245,205,261,124
sample_1903,121,233,105,362,428,101,210,176,109,86,123,239,205,268,122
sample_1904,119,242,113,362,428,104,215,164,103,86,119,239,205,268,124
sample_1905,125,233,113,370,428,101,215,168,100,78,125,236,209,261,124
sample_1906,119,239,105,364,424,101,215,159,106,82,119,239,205,264,124
sample_1907,129,239,105,372,426,101,215,164,103,80,127,239,209,261,124
sample_1908,129,245,101,364,428,98,210,159,109,82,125,245,213,272,124
sample_1909,129,236,105,362,424,107,210,164,100,86,123,239,209,264,124
sample_1910,119,236,105,364,424,107,215,159,97,86,121,242,205,262,122
sample_1911,129,239,105,370,422,104,215,164,100,78,129,239,205,264,124
sample_1912,125,239,105,368,422,107,215,159,103,82,125,242,213,261,124
sample_1913,121,233,113,370,428,101,215,168,97,78,127,239,213,261,124
sample_1914,119,233,113,370,428,104,215,172,106,82,121,239,213,270,124
sample_1915,125,236,105,370,424,104,215,172,97,78,127,239,213,261,124
sample_1916,123,239,113,368,426,107,215,164,106,82,121,239,205,262,124
sample_1917,119,239,105,362,428,104,210,159,106,80,123,239,209,264,122
sample_1918,127,233,109,370,422,104,215,168,100,82,127,239,209,264,122
sample_1919,125,239,109,372,426,101,215,172,100,82,129,239,205,264,124
sample_1920,121,239,109,370,428,104,210,172,106,82,121,242,205,262,124
sample_1921,125,239,113,372,422,98,210,164,103,80,127,233,209,264,124
sample_1922,129,239,109,370,428,101,215,172,106,78,127,239,205,264,124
sample_1923,127,239,109,370,426,98,215,164,100,80,125,239,213,264,122
sample_1924,129,239,109,372,426,101,215,168,97,78,125,239,213,262,124
sample_1925,119,239,113,368,426,110,210,159,112,80,125,239,213,264,124
sample_1926,125,233,109,370,428,101,215,172,100,78,123,239,213,262,124
sample_1927,125,236,105,370,422,101,215,172,103,80,125,239,209,261,122
sample_1928,127,239,113,372,428,104,215,172,97,80,127,239,209,262,124
sample_1929,121,239,113,362,428,110,215,164,109,86,125,239,213,268,124
sample_1930,119,236,105,364,428,101,215,172,109,82,121,239,209,266,124
sample_1931,127,239,105,372,422,101,215,168,106,78,129,239,205,264,124
sample_1932,127,236,105,372,428,101,210,168,100,80,127,239,205,261,124
sample_1933,125,239,109,370,424,101,215,176,97,78,123,239,205,262,124
sample_1934,121,236,113,361,422,101,215,172,109,84,123,236,213,264,124
sample_1935,129,239,105,370,422,101,215,176,103,78,127,233,205,261,124
sample_1936,123,233,105,364,424,101,215,159,103,86,125,236,201,262,124
sample_1937,129,233,105,368,426,98,210,172,103,78,129,239,209,261,124
sample_1938,129,239,105,372,424,104,210,172,100,82,123,233,205,262,124
sample_1939,127,239,105,372,424,98,215,172,106,80,127,239,213,262,124
sample_1940,121,239,109,372,422,101,215,164,97,80,129,239,205,261,124
sample_1941,125,236,113,372,428,101,215,164,100,78,125,239,205,261,124
sample_1942,119,239,105,364,426,104,210,172,106,86,121,233,213,264,124
sample_1943,125,245,113,368,428,101,210,172,103,82,125,245,205,261,124
sample_1944,119,233,105,370,424,104,210,172,106,80,121,242,213,264,122
sample_1945,127,242,109,370,428,107,210,172,109,82,127,245,205,272,122
sample_1946,127,242,105,368,428,101,210,164,109,80,127,245,209,268,122
sample_1947,119,242,109,362,424,107,210,172,103,84,127,239,209,262,124
sample_1948,127,239,105,372,422,107,215,172,100,78,125,239,205,261,124
sample_1949,121,236,109,370,428,98,215,168,106,86,129,239,209,264,124
sample_1950,125,242,101,362,428,107,210,164,109,80,127,245,209,268,122
sample_1951,125,239,105,370,426,107,215,172,106,80,129,239,213,261,124
sample_1952,127,236,101,362,428,107,210,164,103,80,125,245,213,268,124
sample_1953,119,233,101,368,428,110,210,176,106,86,123,239,205,264,124
sample_1954,121,233,113,370,426,101,215,168,100,80,127,239,205,261,124
sample_1955,119,233,105,364,426,107,210,172,103,86,121,233,209,264,122
sample_1956,119,233,101,364,426,107,215,172,97,82,127,236,209,266,122
