Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
268,72,14963,1Fam,6,5,2,1,11,1941,1008,1,GasA,Y,2624,0,2006,202615.716649861
269,49,7024,2fmCon,5,7,2,0,6,1957,1078,3,GasA,Y,1306,0,2006,136323.749197962
270,,10437,1Fam,6,5,1,0,7,1979,952,3,GasA,Y,768,0,2007,128037.010573605
271,60,7200,1Fam,4,7,3,1,8,1945,576,3,GasA,Y,912,0,2008,98586.5148739634
272,32,70761,1Fam,6,7,2,0,7,2007,1385,3,GasA,Y,1456,0,2008,200370.319636797
273,70,5604,1Fam,6,7,1,0,6,2000,616,3,GasA,Y,1180,0,2010,146730.442730536
274,,8366,1Fam,5,6,1,1,7,1925,1444,4,GasA,Y,971,0,2007,132090.556355187
275,70,10637,2fmCon,5,4,1,0,10,1892,1040,2,GasA,Y,1456,0,2007,104733.170432646
276,80,7588,1Fam,5,7,2,0,7,1940,1273,4,GasA,N,1644,0,2010,146108.280959638
277,60,8600,1Fam,5,8,1,1,6,1930,600,3,GasA,Y,1414,0,2010,138402.560713104
278,,6762,1Fam,6,7,1,0,6,1983,793,4,GasA,Y,999,0,2009,171238.154933829
279,61,6204,1Fam,6,5,1,0,6,1958,894,1,GasA,N,894,0,2008,139642.727740544
280,62,17120,1Fam,5,7,2,0,8,1960,1424,3,GasA,Y,912,0,2009,190401.616310472
281,75,7990,1Fam,4,5,1,0,6,1959,1311,3,GasA,Y,1707,0,2007,153234.839903069
282,60,11194,1Fam,8,8,1,1,6,1910,1144,1,GasA,Y,1324,0,2009,221561.510914343
283,,9142,1Fam,7,6,2,0,4,1980,1518,1,GasA,Y,1155,0,2008,239768.653688444
284,82,5400,1Fam,7,6,2,0,8,1953,1204,3,GasA,Y,2320,0,2007,237452.968414106
285,47,10624,1Fam,6,7,2,0,9,1992,1151,2,GasA,Y,1192,0,2007,192881.118866891
286,91,26178,1Fam,5,6,2,0,8,1967,756,3,GasA,Y,1422,0,2010,143382.297294785
287,83,8000,1Fam,5,6,2,1,4,2006,1097,5,GasA,Y,1113,0,2006,185911.887040712
288,40,11888,1Fam,6,9,1,0,5,1979,1010,3,GasA,Y,2554,0,2009,172029.602591005
289,66,7596,1Fam,6,5,1,0,6,1918,1028,3,GasA,N,1661,0,2006,163793.302775192
290,69,8834,1Fam,6,7,2,0,9,2006,1470,4,GasA,Y,1792,0,2007,197973.391094458
291,,6240,1Fam,6,5,1,1,5,1961,1057,2,GasA,N,1719,0,2009,154020.438931068
292,,12640,1Fam,7,5,1,0,5,2003,1434,2,GasA,Y,2614,0,2010,289425.703847269
293,70,3675,1Fam,6,8,1,1,6,2007,936,2,GasA,N,1790,0,2009,181223.216278974
294,75,7920,TwnhsE,5,8,1,0,5,1936,1482,3,GasW,Y,988,0,2007,94617.354402258
295,69,6060,TwnhsE,5,5,1,0,5,1918,1262,2,GasA,Y,1501,0,2007,122790.593412937
296,24,16770,1Fam,8,5,1,0,8,1978,600,3,GasA,Y,720,0,2009,163392.512137858
297,71,12394,Duplex,6,5,2,0,6,2008,696,2,GasA,Y,1111,0,2007,133452.390469954
298,53,14215,1Fam,6,5,2,1,7,1996,864,4,GasA,Y,1056,0,2009,191828.427979723
299,63,6000,1Fam,5,6,2,0,7,1958,1073,2,GasA,Y,1144,0,2008,124385.454513504
300,80,11606,1Fam,7,8,2,1,5,1929,729,4,GasA,Y,1786,0,2006,235287.435882857
301,92,9855,TwnhsE,9,5,1,0,8,1936,907,3,GasA,N,2078,0,2008,290884.880792801
302,110,9100,1Fam,5,5,1,1,7,2007,1142,2,GasA,Y,1471,0,2006,174510.277852535
303,94,7596,1Fam,6,5,1,1,7,1961,970,3,GasA,Y,2462,0,2009,171734.992871042
304,50,9360,1Fam,7,5,2,1,8,2007,672,2,GasA,Y,2161,0,2007,232004.277501262
305,,11475,TwnhsE,4,8,1,0,6,1958,1566,4,GasA,Y,1224,0,2008,157901.395586839
306,63,8176,1Fam,7,8,1,1,6,1955,720,3,GasA,Y,1788,0,2007,173742.849134353
307,,9430,Duplex,5,5,1,0,12,2003,768,4,GasA,Y,2630,0,2006,177543.866483127
308,105,4274,TwnhsE,5,7,1,0,7,2004,1561,3,GasA,Y,925,0,2007,166617.371941424
309,,5500,Duplex,7,7,2,1,4,1989,1199,2,GasA,Y,1743,0,2010,186024.211624783
310,,8800,1Fam,6,5,1,0,3,2006,1276,3,GasA,Y,1302,0,2007,162139.354937598
311,70,6380,1Fam,8,6,2,0,4,1950,1248,3,GasA,Y,1053,0,2009,174853.277888161
312,41,8520,1Fam,5,5,2,0,5,2006,1190,3,GasA,Y,1126,0,2006,131445.863299419
313,44,11049,1Fam,5,5,1,0,8,1992,768,3,GasA,Y,882,0,2007,147663.216901874
314,69,9500,1Fam,6,5,2,0,5,1968,528,3,GasA,Y,1440,0,2009,177002.862528507
315,,2544,1Fam,5,5,1,1,4,1936,1029,3,GasA,Y,1152,0,2006,129166.306183973
316,58,1300,1Fam,6,5,1,0,7,1955,1145,3,GasA,Y,1097,0,2008,134441.395968998
317,75,8125,1Fam,5,5,1,1,11,1925,824,3,GasA,Y,912,0,2010,95649.9028665271
318,60,21000,1Fam,8,6,1,1,6,1989,1705,3,GasA,Y,2596,0,2007,342976.147545341
319,105,5586,1Fam,7,5,2,0,8,2004,1092,3,GasA,Y,2098,0,2009,237556.937887738
320,116,13568,1Fam,7,5,1,1,8,1997,1494,3,GasA,N,1774,0,2008,237021.991974698
321,56,7420,Twnhs,5,7,1,0,5,1931,858,3,GasA,Y,1482,0,2007,133914.473078318
322,85,3604,1Fam,4,6,1,0,5,2005,936,3,GasA,Y,1582,0,2006,186111.733229683
323,86,14585,2fmCon,8,6,1,1,6,1961,660,3,GasA,Y,1801,0,2010,197178.489256626
324,75,8462,1Fam,6,5,2,0,6,1965,1004,2,GasA,Y,1774,0,2010,136419.851544982
325,60,13907,TwnhsE,7,5,1,0,5,1950,864,2,GasA,Y,1456,0,2008,137169.742228196
326,60,6960,1Fam,8,5,2,0,7,1969,1094,3,GasA,Y,1296,0,2006,194011.226682233
327,40,4590,1Fam,8,6,2,0,6,1965,686,2,GasA,Y,860,0,2009,165483.54104503
328,92,10400,TwnhsE,5,6,2,0,8,1920,1256,3,GasA,Y,2332,0,2008,162273.063486016
329,,6420,1Fam,7,9,1,0,9,1918,804,3,GasA,Y,1352,0,2007,142121.67773214
330,80,7819,1Fam,8,5,2,0,4,2000,1063,3,GasA,Y,1720,0,2008,226221.710269549
331,64,6762,1Fam,7,7,1,0,4,1924,1057,3,GasA,Y,1060,0,2006,173319.574546132
332,21,4400,1Fam,6,6,1,1,8,1964,979,3,GasA,N,720,0,2007,117578.620182719
333,74,9600,1Fam,5,5,2,1,5,1920,697,3,GasA,Y,1886,0,2006,172203.424618868
334,60,10667,1Fam,5,5,1,0,5,1967,1362,3,GasA,Y,1574,0,2007,138190.832900468
335,71,7844,1Fam,6,5,2,0,7,1999,991,3,GasA,Y,1056,0,2008,169601.055494267
336,81,6000,1Fam,5,6,1,0,4,1912,1623,1,GasA,Y,1026,0,2006,144146.587563895
337,,8529,1Fam,6,5,2,0,6,1978,1003,3,GasA,Y,789,512,2008,111065.209287867
338,30,7420,1Fam,8,5,1,0,9,1961,1269,3,GasA,Y,1536,0,2007,186049.951321838
339,47,13710,TwnhsE,5,6,1,1,6,1997,720,2,GasA,Y,1775,0,2008,177560.84342435
340,69,7795,1Fam,9,5,1,1,5,1995,998,3,GasA,Y,1456,0,2007,265552.282602527
341,80,9591,1Fam,5,5,1,0,7,2006,832,4,GasA,Y,2295,0,2006,227856.614331976
342,60,10970,1Fam,5,5,2,0,7,2005,918,2,GasA,Y,1839,0,2008,206976.247869
343,98,10200,1Fam,5,6,2,0,5,1958,1161,2,GasA,Y,1041,0,2010,156275.710593498
344,50,12003,1Fam,5,7,2,1,6,2005,1002,2,GasA,Y,1048,0,2009,154446.713116018
345,,10634,1Fam,7,5,2,0,9,1991,1752,2,GasA,Y,1344,0,2009,219688.090584793
346,64,13286,Twnhs,7,6,2,1,5,1930,2109,2,GasA,Y,2554,0,2006,246707.827451715
347,82,9100,1Fam,6,6,0,0,8,1976,1428,2,GasA,Y,1487,0,2006,211722.069151248
348,,11846,1Fam,7,8,2,1,9,2000,1742,3,GasA,Y,1494,0,2007,215228.499846668
349,21,11316,1Fam,6,4,1,1,6,1970,848,3,GasA,Y,2256,0,2008,187033.106485102
350,43,4388,TwnhsE,8,8,1,0,9,1908,1860,3,GasA,Y,845,0,2009,238061.982234885
351,67,16321,1Fam,7,7,1,0,5,2007,1040,3,GasA,Y,1494,0,2009,213785.97661208
352,65,9206,TwnhsE,5,7,1,1,6,1978,1053,4,GasA,Y,1464,0,2009,183993.609698776
353,24,7795,1Fam,6,5,2,0,6,1961,894,3,GasA,Y,1640,0,2008,142198.385676631
354,80,14154,1Fam,5,5,2,0,4,1999,616,2,GasA,Y,864,0,2007,142365.645322232
355,149,8536,1Fam,5,5,2,0,5,1992,940,3,GasA,Y,630,0,2008,139638.823355987
356,107,2544,1Fam,5,7,2,0,4,1996,1080,3,GasA,Y,1142,0,2009,158960.627092514
357,102,8520,Duplex,8,5,1,0,4,2005,1713,3,GasA,Y,1144,0,2009,242534.355523732
358,60,10800,1Fam,7,5,1,0,5,1910,1202,3,GasA,Y,1163,0,2009,121247.388049277
359,41,6762,TwnhsE,5,5,2,0,6,1976,858,2,GasA,Y,1304,0,2008,134070.962589054
360,65,2117,1Fam,7,5,1,0,5,1977,1324,3,GasA,Y,1920,0,2009,162042.620269305
361,70,9464,1Fam,7,6,2,0,5,1934,1057,2,GasA,Y,1640,0,2010,145949.893396282
362,70,12822,1Fam,8,5,2,0,9,1928,1021,4,GasA,Y,1718,0,2009,182050.196060749
363,86,7879,1Fam,6,5,1,0,6,2003,988,3,GasA,Y,1493,0,2010,185910.596875372
364,,16492,1Fam,7,5,2,0,5,1910,525,3,GasA,Y,1347,0,2010,155382.089315962
365,50,7301,1Fam,6,6,2,0,6,2006,1086,3,GasA,Y,1458,0,2010,193239.910011925
366,,18450,1Fam,5,5,2,0,8,2002,372,4,GasA,Y,1196,0,2010,161512.824788078
367,71,11645,1Fam,7,5,2,0,6,1960,761,4,GasA,Y,864,0,2009,116649.12907771
368,52,159000,1Fam,7,5,1,0,7,1993,768,3,GasA,Y,1349,0,2010,181014.514735549
369,67,5600,1Fam,8,5,1,0,8,1990,1164,2,GasA,Y,1430,0,2010,182992.320578078
370,72,9548,1Fam,5,5,2,1,6,1939,319,3,GasA,Y,1220,0,2009,109714.069774655
371,78,7795,1Fam,8,7,2,0,10,1965,1094,3,GasA,Y,1820,0,2010,236902.560956489
372,100,8125,1Fam,9,6,2,0,9,1993,0,2,GasA,Y,1116,0,2009,185463.06662223
373,110,4928,1Fam,6,5,2,1,6,1930,832,1,GasA,Y,2034,0,2007,121709.003781477
374,92,1950,1Fam,7,5,1,0,6,2008,943,0,GasA,Y,1915,0,2009,180342.886720853
375,69,11911,1Fam,5,5,1,1,8,1898,861,2,GasA,Y,1200,0,2007,132465.060427369
376,60,8125,1Fam,5,5,2,0,5,2002,738,3,GasA,Y,1316,0,2009,192634.53006978
377,,7875,1Fam,7,5,1,0,5,1965,1064,3,GasA,Y,1180,0,2009,186160.083769744
378,141,8450,1Fam,7,8,2,0,6,1910,728,3,GasA,Y,1317,0,2006,157487.179151859
379,86,8393,1Fam,7,8,2,0,6,1941,1143,3,GasA,N,1626,0,2007,208325.689517388
380,,10402,Duplex,6,5,2,0,6,1999,540,4,GasA,Y,1287,0,2006,127187.142122417
381,66,8248,1Fam,5,6,1,0,4,1958,951,3,GasA,Y,2230,0,2006,167904.190952897
382,60,7000,1Fam,7,5,3,0,6,1948,384,4,GasA,Y,958,0,2009,107098.007777943
383,62,6858,TwnhsE,6,7,1,0,6,2008,954,4,GasA,Y,1319,0,2006,181001.455426108
384,75,9525,1Fam,8,6,1,0,12,1930,832,2,GasA,Y,1867,0,2009,177865.550384201
385,70,7018,1Fam,5,5,2,0,5,2005,1107,2,GasA,Y,848,0,2008,120364.545874777
386,55,46589,1Fam,5,5,1,0,8,1965,1581,3,GasA,Y,1768,0,2010,199707.221630912
387,75,11616,1Fam,6,5,2,0,6,2003,1436,3,GasA,Y,981,0,2006,171234.758197969
388,84,4500,1Fam,6,5,1,0,6,1955,1288,3,GasA,Y,2217,0,2009,166255.788128955
389,,9320,1Fam,5,6,2,0,7,1963,1208,4,GasA,Y,923,0,2007,127393.27512434
390,75,9291,1Fam,7,5,1,0,7,1973,940,3,GasA,Y,1164,0,2010,153232.45104443
391,70,8121,1Fam,6,5,1,1,7,1970,738,3,GasA,Y,955,0,2006,115013.901777355
392,32,10800,1Fam,6,6,2,0,6,1986,975,1,GasA,Y,1144,0,2009,144609.259576474
393,70,13891,1Fam,6,8,2,0,5,2002,1719,2,GasA,Y,1232,0,2010,236983.913696903
394,95,14536,1Fam,5,7,2,1,6,2005,1461,3,GasA,Y,1644,0,2006,182603.295853573
395,38,13350,1Fam,8,2,2,0,7,1971,866,2,GasA,Y,1665,0,2008,212075.996903361
396,100,10041,1Fam,5,5,1,0,7,1950,1533,3,GasA,Y,2230,0,2008,182663.255194503
397,33,12416,1Fam,7,5,2,0,5,2004,1408,3,GasA,Y,1381,0,2010,167318.298322132
398,60,12342,1Fam,7,5,2,0,5,1997,768,2,GasA,Y,2643,0,2007,241672.772858023
399,50,8777,Twnhs,6,6,1,0,3,1965,1249,4,GasA,Y,1721,0,2009,154951.084776075
400,90,9248,1Fam,5,5,1,1,6,2006,729,3,GasA,Y,1915,0,2010,206743.051723141
401,60,9000,1Fam,5,5,1,0,7,1966,600,1,GasA,Y,800,0,2009,125148.85294505
402,63,10200,1Fam,8,6,1,1,4,1991,1728,3,GasA,Y,841,0,2006,276024.332324297
403,,10800,TwnhsE,4,5,2,0,11,1957,1252,4,GasA,Y,3222,0,2010,213918.464664901
404,,10364,1Fam,5,6,1,0,5,2005,1064,3,GasA,Y,1054,0,2010,135099.165698873
405,,8820,1Fam,7,6,2,0,4,1950,504,3,GasA,Y,1026,0,2009,127117.318208642
406,74,6173,1Fam,7,6,1,1,7,1951,1800,1,GasA,Y,1077,0,2009,153630.202994627
407,118,40094,2fmCon,5,7,1,1,5,1920,1728,2,GasA,Y,720,0,2010,150478.85620298
408,88,10084,1Fam,7,7,1,0,7,1918,858,2,GasA,Y,1097,0,2009,127823.386883672
409,65,11500,1Fam,7,4,2,1,4,1996,944,3,GasA,N,1118,0,2009,173828.196005387
410,38,11838,1Fam,8,5,2,1,6,1918,1522,3,GasA,Y,2062,0,2008,270857.171623364
411,100,4130,1Fam,8,6,2,0,6,1960,616,2,GasA,Y,987,0,2008,145356.273820065
412,82,9416,1Fam,8,5,1,0,5,1961,1194,3,GasA,Y,1567,0,2009,236613.085905472
413,34,9000,1Fam,5,5,1,1,6,2007,1138,2,GasA,Y,1978,0,2008,192259.309539794
414,65,8750,1Fam,5,5,1,1,8,1962,1424,3,GasA,Y,1728,0,2007,174001.568894934
415,36,12508,1Fam,6,5,2,0,6,1949,1190,3,GasA,Y,1039,0,2009,110916.177733252
416,,1680,1Fam,6,5,1,0,5,2005,819,3,GasA,Y,1844,0,2009,169544.965340391
417,55,6911,1Fam,6,5,2,1,8,2004,2035,3,GasA,Y,1316,0,2008,128788.618432328
418,58,5389,1Fam,7,7,2,0,6,1973,856,3,GasA,Y,1285,0,2007,147538.716139729
419,63,8712,Duplex,3,8,3,1,8,1920,1176,4,GasA,Y,1968,0,2006,182141.087692531
420,60,4438,1Fam,9,5,1,0,8,2000,1190,3,GasA,Y,1228,0,2009,259702.180527772
421,,12665,Duplex,6,6,2,1,7,1934,783,5,GasA,Y,1196,0,2008,150796.92517369
422,96,7200,1Fam,6,7,2,0,5,1994,1107,3,GasA,Y,1235,0,2009,179366.196028965
423,,10264,TwnhsE,6,8,1,1,8,1916,1453,3,GasA,Y,1200,0,2006,165485.443500347
424,120,8750,1Fam,5,7,1,0,5,1975,1214,4,GasA,Y,2080,0,2009,156620.230758015
425,60,9600,TwnhsE,5,5,1,0,6,1996,795,3,GasA,Y,1732,0,2010,125739.819845428
426,45,11340,1Fam,5,6,1,0,8,1948,956,2,GasA,Y,1501,0,2008,135180.360736965
427,80,12772,1Fam,5,5,2,0,8,1955,1656,3,GasA,Y,2531,0,2006,207113.811368621
428,,7535,1Fam,5,5,2,1,5,1925,1008,4,GasA,Y,1506,0,2006,170731.624298629
429,,6380,1Fam,5,5,2,0,5,2001,520,3,GasA,Y,965,0,2008,121944.867124573
430,105,9590,1Fam,5,5,2,0,7,1930,1203,2,GasA,Y,1572,0,2009,120329.883449526
431,60,3982,1Fam,8,5,2,1,7,1961,528,4,GasA,Y,1494,0,2009,189613.913536538
432,89,9612,1Fam,7,5,2,1,6,2003,1728,3,GasA,Y,912,0,2010,190428.82757997
433,,2522,1Fam,7,7,1,0,7,1968,938,3,GasA,Y,1375,0,2007,188313.218539155
434,60,8197,1Fam,6,5,1,0,5,1948,848,3,GasA,Y,1208,0,2009,108376.131083425
435,,7032,2fmCon,7,7,2,1,5,1986,1522,4,GasA,Y,2236,0,2007,208256.336516685
436,114,8877,1Fam,5,5,2,1,6,1954,952,3,GasA,Y,952,0,2008,94008.3540804484
437,70,8172,1Fam,5,7,1,1,6,1993,1248,3,GasA,Y,1750,0,2007,198397.08102438
438,,7200,1Fam,6,5,1,0,7,1997,660,1,GasA,Y,1742,0,2006,188290.647551253
439,95,14948,1Fam,5,6,2,1,4,1953,1385,3,GasA,Y,1664,0,2009,198633.376104852
440,,21750,1Fam,5,5,2,1,5,2004,1311,4,GasA,Y,1004,0,2007,189028.1135628
441,33,9965,1Fam,7,9,2,0,9,1954,1008,3,GasA,Y,1839,0,2009,203497.804740294
442,50,10440,1Fam,3,5,1,1,8,2000,912,4,GasA,Y,1097,0,2008,146896.181727009
443,74,7937,1Fam,6,6,1,0,6,1979,696,2,GasA,Y,1218,0,2010,169137.388629984
444,134,9636,1Fam,6,4,1,0,6,1930,848,3,GasA,Y,1376,0,2009,92447.8003981265
445,100,10142,1Fam,5,5,1,0,8,1954,1202,3,GasA,Y,2113,0,2007,182948.127258212
446,78,21750,Duplex,6,5,2,1,4,1982,0,3,GasA,Y,1452,0,2010,122491.76624476
447,24,7000,Twnhs,6,5,1,1,5,1949,844,3,GasA,Y,672,0,2008,88364.2220673764
448,103,9947,1Fam,6,7,1,0,4,2004,864,4,GasA,Y,1800,0,2006,186840.204489629
449,70,8320,1Fam,6,5,2,1,8,1915,0,3,GasA,Y,912,0,2010,103803.101136011
450,86,7200,1Fam,7,5,2,0,6,1920,1518,4,GasA,Y,1560,0,2006,188521.528629977
451,62,8123,1Fam,8,8,1,0,6,2007,768,2,GasA,Y,1680,0,2006,255778.561533843
452,44,10530,1Fam,4,5,1,1,8,1954,718,3,GasA,Y,1939,0,2008,134144.882155159
453,,7399,Duplex,5,5,2,1,6,2001,1073,3,GasA,Y,1309,0,2009,167067.870283298
454,,11184,1Fam,5,4,2,0,6,1980,1560,3,GasA,Y,1774,0,2008,199688.754450946
455,80,12822,1Fam,4,5,1,0,8,2002,1040,3,GasA,Y,1682,0,2007,187958.437133747
456,,13350,1Fam,6,7,2,0,6,1989,780,3,GasA,Y,1442,0,2009,175258.99777503
457,72,6600,1Fam,6,6,2,0,5,1968,1293,3,GasA,Y,1961,0,2009,157354.248242729
458,82,6000,1Fam,7,5,2,0,7,1954,1753,3,GasA,Y,1869,0,2006,236083.750696703
459,85,5000,Twnhs,9,7,1,0,4,2006,884,3,GasA,Y,1226,0,2007,181604.305704748
460,174,11184,1Fam,5,6,2,0,6,1915,1107,3,GasA,Y,1500,0,2008,134403.310924431
461,92,26178,TwnhsE,5,6,1,0,7,1912,1053,3,GasA,Y,1428,0,2007,143792.487042261
462,67,6120,1Fam,6,6,1,0,11,1951,840,3,GasA,Y,1056,0,2010,98152.2127278424
463,65,10880,1Fam,8,4,1,0,6,1970,912,2,GasA,Y,1698,0,2008,169241.616620179
464,21,4438,1Fam,5,5,2,1,6,1955,866,3,GasA,Y,1262,0,2010,115304.502739874
465,21,9200,1Fam,7,8,2,0,8,1986,819,3,GasA,Y,1959,0,2007,219303.287143766
466,67,8741,Duplex,8,8,1,1,6,1934,1092,3,GasA,Y,1350,0,2008,222352.839134018
467,75,7060,1Fam,8,5,1,1,8,1934,1584,2,GasA,Y,1768,0,2007,230254.349685492
468,52,10667,TwnhsE,5,5,2,0,8,1966,1269,4,GasA,Y,2153,0,2009,169221.65288184
469,80,10708,1Fam,10,5,1,0,5,2002,1029,3,GasA,Y,1216,0,2007,205558.111077743
470,65,12046,1Fam,9,9,1,0,7,1996,1453,3,GasA,Y,894,0,2007,257568.220875809
471,51,2572,1Fam,1,6,1,0,4,1984,707,3,GasA,Y,1734,0,2008,136235.97729142
472,,10793,1Fam,6,5,0,0,5,2005,808,3,GasA,Y,1680,0,2007,171419.941990841
473,,40094,1Fam,6,5,1,1,5,1965,864,3,GasA,Y,1214,0,2009,146879.280564815
474,36,9750,1Fam,7,6,1,1,6,2003,483,3,GasA,Y,1696,0,2008,181625.786268706
475,50,9600,1Fam,9,6,2,0,8,1961,3200,2,GasA,N,864,0,2010,267698.219136935
476,107,9248,1Fam,7,8,1,0,7,1999,1067,3,GasA,Y,1792,0,2008,227968.605158683
477,,9900,1Fam,4,5,1,1,6,1994,756,4,GasA,Y,1626,0,2007,144406.665607156
478,69,10007,1Fam,6,5,2,1,7,1990,1394,4,GasA,Y,1679,0,2007,170230.128128811
479,64,5720,Duplex,9,7,2,1,7,1952,1248,3,GasA,Y,1252,0,2008,215874.162840468
480,,50271,1Fam,6,5,1,0,5,2006,1086,2,GasA,Y,860,0,2006,163505.790397547
481,50,7018,TwnhsE,8,5,2,0,4,2006,1113,3,GasA,Y,1432,0,2006,206885.19464804
482,120,20896,1Fam,6,5,1,1,6,1948,458,3,GasA,Y,2229,0,2009,189626.846731457
483,73,32668,1Fam,5,5,1,1,10,1951,1482,4,GasA,Y,1484,0,2007,136650.569393447
484,35,9196,1Fam,8,5,1,1,6,2003,458,2,GasA,N,2344,0,2007,262095.665113871
485,56,1526,1Fam,8,5,1,0,5,2005,963,3,GasA,Y,1616,0,2008,203851.548015148
486,35,11404,TwnhsE,6,5,2,0,6,1958,864,3,GasA,Y,848,0,2009,94331.4987281648
487,,14191,1Fam,5,5,2,0,6,1993,1196,3,GasA,Y,902,0,2006,175983.518222574
488,81,21535,2fmCon,5,8,1,1,7,1954,1606,3,GasA,Y,1117,0,2009,184053.406983759
489,65,4928,1Fam,6,7,1,0,6,1980,940,2,GasA,N,1640,0,2008,194929.093851921
490,75,8885,1Fam,7,8,1,0,9,2007,680,3,GasA,Y,1635,0,2007,156676.198288329
491,72,11250,1Fam,5,7,2,1,5,2004,1649,3,GasA,Y,988,0,2008,188748.315644712
492,,3922,1Fam,9,6,3,0,7,1960,1063,2,GasA,Y,1566,0,2009,191208.71571865
493,100,10140,1Fam,7,5,2,1,7,1919,2330,2,GasA,Y,1164,0,2008,234642.141225499
494,69,7050,2fmCon,7,6,2,1,6,2003,1704,1,Grav,Y,1704,0,2007,215216.420999804
495,58,10289,1Fam,4,5,2,1,5,2004,1095,4,GasA,Y,1692,0,2006,165849.907706453
496,,6780,1Fam,4,5,1,0,6,1989,864,4,GasA,Y,2002,0,2008,194100.194670508
497,70,8125,1Fam,5,5,2,0,6,1978,1237,3,GasA,Y,1573,0,2010,176646.859703554
498,24,14115,1Fam,6,7,1,1,8,1880,1086,4,GasA,Y,904,0,2008,114199.959623842
499,110,14260,1Fam,6,6,3,0,6,1953,910,3,GasA,Y,848,0,2010,105080.955646797
500,60,8816,1Fam,3,5,1,0,6,1961,930,2,GasA,Y,1567,0,2009,126788.00374901
501,94,11241,1Fam,7,5,2,0,7,1997,0,2,GasA,Y,1224,0,2009,155566.371887393
502,,6000,1Fam,7,5,1,0,8,1999,1314,3,GasA,Y,1336,0,2010,160460.611926998
503,45,9600,1Fam,5,5,2,1,5,2005,783,4,GasA,Y,747,0,2008,147359.762104984
504,60,11500,1Fam,3,5,2,1,4,1957,896,4,GasA,Y,1509,0,2006,132404.878506268
505,70,21535,1Fam,6,6,1,1,7,2006,876,2,GasA,Y,1767,0,2010,171518.184647693
506,,6563,1Fam,5,5,1,0,7,1965,796,4,GasA,Y,1208,0,2007,106652.651533257
507,,13400,TwnhsE,8,5,2,1,6,1958,847,2,GasA,N,1640,0,2007,187370.315896776
508,75,6762,2fmCon,6,5,2,0,4,1919,1050,3,GasA,Y,894,0,2008,85747.7165904258
509,60,11394,2fmCon,6,5,1,1,7,1924,975,3,GasA,Y,845,0,2007,116307.462730068
510,59,9158,1Fam,4,5,1,1,11,1936,1122,2,GasA,Y,1456,0,2007,74047.7996003637
511,93,11198,1Fam,8,5,2,0,5,1940,483,3,GasA,Y,1456,0,2007,192082.74768349
512,52,7892,Duplex,5,6,2,0,8,2004,1079,3,GasA,Y,1208,0,2008,127060.765108774
513,65,9100,1Fam,8,5,1,0,8,2005,832,2,GasA,Y,875,0,2007,211978.554679764
514,75,10029,1Fam,6,5,2,0,3,2004,1379,2,GasA,Y,1456,0,2010,213269.634782635
515,60,7438,1Fam,4,7,1,1,8,1960,672,3,GasA,Y,2022,0,2008,135202.302707033
516,90,6970,1Fam,4,7,1,0,5,1948,710,2,GasA,Y,2097,0,2010,175447.050971832
517,64,4403,Duplex,5,5,1,0,7,1970,1623,2,GasA,Y,1428,0,2010,134811.266563762
518,65,10896,1Fam,7,5,1,0,7,1966,600,1,GasA,Y,864,0,2008,129506.330560992
519,90,8121,1Fam,7,7,2,0,7,1960,813,3,GasA,Y,2149,0,2007,225751.30159536
520,74,8125,2fmCon,8,5,2,0,8,1968,1051,3,Grav,Y,848,0,2009,146972.110628647
521,,8635,1Fam,4,5,2,1,4,1980,1021,2,GasA,Y,1200,0,2006,150552.226826205
522,37,9416,1Fam,10,5,2,1,6,2004,1064,3,GasA,Y,1526,0,2007,271605.213029662
523,,13811,1Fam,7,8,2,0,6,2000,1419,4,GasA,Y,1707,0,2010,214017.848445431
524,88,6435,TwnhsE,7,6,2,1,7,1964,654,3,GasA,Y,1063,0,2006,118267.385773633
525,59,13651,1Fam,6,5,1,1,5,2007,1500,2,GasA,Y,1511,0,2007,227934.182016416
526,60,9100,1Fam,8,6,2,0,8,1972,1518,3,GasA,Y,2113,0,2008,263088.818459343
527,60,7000,1Fam,7,5,2,1,6,1977,1064,3,GasA,Y,1229,0,2009,158086.46337803
528,75,4224,1Fam,5,5,2,0,5,2007,715,2,GasA,Y,1050,0,2008,132340.831721163
529,49,12589,1Fam,5,9,3,1,7,1925,1228,3,GasA,Y,1192,0,2010,137593.126811458
530,85,9505,TwnhsE,8,6,2,0,7,1958,700,3,GasA,Y,2520,0,2006,261807.738354199
531,59,7200,1Fam,5,8,2,0,8,1955,1062,4,GasA,Y,1790,0,2008,148462.108897911
532,70,8600,1Fam,10,5,1,0,4,1994,988,4,GasA,Y,784,0,2007,219805.018630075
533,60,7227,1Fam,8,5,1,0,5,2005,0,5,GasA,Y,1015,0,2009,191041.273836479
534,87,8410,2fmCon,6,5,1,1,7,1975,972,3,GasA,N,3395,0,2009,196261.398096687
535,40,21000,1Fam,6,7,1,2,4,1940,1067,1,GasA,Y,2078,0,2010,180783.41500331
536,90,9950,1Fam,7,5,1,0,12,1965,784,5,GasA,Y,860,0,2009,136773.017020313
537,78,9000,1Fam,6,5,1,0,6,1971,616,4,GasA,N,1279,0,2010,107137.457210454
